DOI,Tortured Phrases,filename
10.23919/indiacom54597.2022.9763236,bunching clustering~20 • tainted individuals • social removing AND COVID,indiacom54597.2022.9763236.pdf
10.23919/indiacom54597.2022.9763222,hereditary calculation • steering convention • versatile hub,indiacom54597.2022.9763222.pdf
10.1109/dasa54658.2022.9765130,specially appointed system • steering convention • working framework AND operating system,dasa54658.2022.9765130.pdf
10.1109/icstsn53084.2022.9761340,concealed layer • shrouded layer • layer yields AND neural network,icstsn53084.2022.9761340.pdf
10.1109/icscds53736.2022.9760920,pernicious hub • specially appointed system • untamed life,icscds53736.2022.9760920.pdf
10.1109/icscds53736.2022.9760754,bogus up-sides • bosom disease • bosom malignant,icscds53736.2022.9760754.pdf
10.1109/icscds53736.2022.9760787,fake neural • fluffy strategy • preparing information AND (training set OR training dataset),icscds53736.2022.9760787.pdf
10.1109/aisp53593.2022.9760641,choice tree • prescient capacity • speculation capacity,aisp53593.2022.9760641.pdf
10.1109/delcon54057.2022.9753496,Wavelet change • savvy lattice • shrewd city,delcon54057.2022.9753496.pdf
10.1109/delcon54057.2022.9753403,fake neural • highlight extraction • profound organizations,delcon54057.2022.9753403.pdf
10.1109/delcon54057.2022.9753397,Fourier change • Wavelet change • discourse signal,delcon54057.2022.9753397.pdf
10.1109/iciptm54933.2022.9754058,bogus up-sides • disarray network • genuine up-sides,iciptm54933.2022.9754058.pdf
10.1109/accai53970.2022.9752593,electronic wellbeing records • savvy contract • brilliant AND keen AND savvy AND shrewd,accai53970.2022.9752593.pdf
10.1109/accai53970.2022.9752531,Gaussian combination models • help vector machine • morphological administrator,accai53970.2022.9752531.pdf
10.1109/icears53579.2022.9752319,administered AI • casing picture~3 • facial acknowledgement OR facial acknowledgment,icears53579.2022.9752319.pdf
10.1109/icears53579.2022.9752263,highlight extraction • neural organize • profound learning AND deep learning,icears53579.2022.9752263.pdf
10.1109/icears53579.2022.9752242,concealed layer • concealed node • unaided learning calculations,icears53579.2022.9752242.pdf
10.1109/icears53579.2022.9752202,credulous Bayes • credulous Bayesian • gullible Bayes,icears53579.2022.9752202.pdf
10.1109/iccmc53470.2022.9753929,bunching strategies • intermittent neural organizations • repetitive neural networks,iccmc53470.2022.9753929.pdf
10.1109/iccmc53470.2022.9753844,exactness accuracy~5 • gadget gaining knowledge • preparing information AND (training set OR training dataset),iccmc53470.2022.9753844.pdf
10.1109/iccci54379.2022.9741030,computerized reasoning • counterfeit neural • profound learning AND deep learning,iccci54379.2022.9741030.pdf
10.1109/iccci54379.2022.9740995,K-closest neighbors • electronic wellbeing records • profound learning AND deep learning,iccci54379.2022.9740995.pdf
10.1109/iccci54379.2022.9740924,direct relapse • mean outright blunder • straight relapse,iccci54379.2022.9740924.pdf
10.1109/iccci54379.2022.9740907,Wavelet change • facial highlights • parallel blend,iccci54379.2022.9740907.pdf
10.1109/iccci54379.2022.9740865,kidney sickness • molecule swarm • swarm improvement,iccci54379.2022.9740865.pdf
10.1109/iccci54379.2022.9740747,DDoS assault • k-implies calculation • organization assault,iccci54379.2022.9740747.pdf
10.1109/icais53314.2022.9742922,gullible Bayes • preparation information • secret Markov,icais53314.2022.9742922.pdf
10.1109/icacfct53978.2021.9837338,highlight extraction • pre-preparing • supposition examination,icacfct53978.2021.9837338.pdf
10.1109/wiecon-ece54711.2021.9829658,approval dataset • crude information • fluffy rationale,wiecon-ece54711.2021.9829658.pdf
10.1109/iccs54944.2021.00050,computerized reasoning • man-made brainpower • organization assault,iccs54944.2021.00050.pdf
10.1109/iccmst54943.2021.00037,direct relapse • exactness accuracy~5 • preparation dataset,iccmst54943.2021.00037.pdf
10.1109/temsmet53515.2021.9768768,hereditary calculation • molecule swarm • swarm improvement,temsmet53515.2021.9768768.pdf
10.1109/compe53109.2021.9752004,crude information • direct relapse • normal language preparing,compe53109.2021.9752004.pdf
10.1109/icatme50232.2021.9732712,directing convention • steering convention • steering table AND network,icatme50232.2021.9732712.pdf
10.1109/icac3n53548.2021.9725702,backing vector machine • slant investigation • supposition examination,icac3n53548.2021.9725702.pdf
10.1109/icac3n53548.2021.9725541,disarray network • preparation dataset • profound learning AND deep learning,icac3n53548.2021.9725541.pdf
10.1109/csde53843.2021.9718453,casing picture~3 • yield layer AND neural • enhancement calculation AND optimiz*,csde53843.2021.9718453.pdf
10.1109/csde53843.2021.9718411,counterfeit neural • highlight extraction • long momentary memory,csde53843.2021.9718411.pdf
10.1109/iccct53315.2021.9711847,actuation work • highlight extraction • profound learning AND deep learning,iccct53315.2021.9711847.pdf
10.1109/conf-spml54095.2021.00015,bunching clustering~20 • ghastly clustering • man-made consciousness,conf-spml54095.2021.00015.pdf
10.1109/iscon52037.2021.9702471,highlight extraction • slant investigation • transcribed digit,iscon52037.2021.9702471.pdf
10.1109/iscon52037.2021.9702328,computerized reasoning • man-made consciousness • profound learning AND deep learning,iscon52037.2021.9702328.pdf
10.1109/fabs52071.2021.9702599,Siamese neural organizations • exactness accuracy~5 • pre-handling,fabs52071.2021.9702599.pdf
10.1109/i-pact52855.2021.9697043,ozone harming substance • savvy lattice • worldwide temperature alteration,i-pact52855.2021.9697043.pdf
10.1109/i-pact52855.2021.9696818,mind waves • mind-PC interface • speech intelligence,i-pact52855.2021.9696818.pdf
10.1109/indicon52576.2021.9691609,dimensionality decrease • exactness accuracy~5 • genuine esteemed,indicon52576.2021.9691609.pdf
10.1109/c2i454156.2021.9689298,man-made consciousness • secret layer • yield layer AND neural,c2i454156.2021.9689298.pdf
10.1109/csitss54238.2021.9682881,choice tree • preparation dataset • prescient exactness,csitss54238.2021.9682881.pdf
10.1109/iceca52323.2021.9676110,convolution neural system • monetary misfortunes • neural organize,iceca52323.2021.9676110.pdf
10.1109/iceca52323.2021.9676083,haze figuring • mist figuring • mist registering,iceca52323.2021.9676083.pdf
10.1109/iceca52323.2021.9675870,attractive reverberation • fluffy C implies • fluffy rationale,iceca52323.2021.9675870.pdf
10.1109/smart52563.2021.9676299,exactness accuracy~5 • human-made consciousness • support vector relapse,smart52563.2021.9676299.pdf
10.1109/icaeca52838.2021.9675776,highlight extraction • pre-handling • preparation information,icaeca52838.2021.9675776.pdf
10.1109/icaeca52838.2021.9675744,exactness accuracy~5 • highlights are extricated • profound learning AND deep learning,icaeca52838.2021.9675744.pdf
10.1109/acit53391.2021.9677414,computerized reasoning • man-made brainpower • man-made consciousness,acit53391.2021.9677414.pdf
10.1109/ictai53825.2021.9673159,convolutional neural system • profound convolutional • profound learning AND deep learning,ictai53825.2021.9673159.pdf
10.1109/icac54203.2021.9671129,kidney disappointment • kidney sickness • pre-preparing,icac54203.2021.9671129.pdf
10.1109/upcon52273.2021.9667644,arbitrary timberland • fake neural • prescient capacity,upcon52273.2021.9667644.pdf
10.1109/smartgencon51891.2021.9645834,blunder rate • highlight extraction • indistinguishable twins,smartgencon51891.2021.9645834.pdf
10.1109/smartgencon51891.2021.9645812,directing convention • man in the center • steering convention,smartgencon51891.2021.9645812.pdf
10.1109/icses52305.2021.9633814,fake neural • k-implies bunching • steering convention,icses52305.2021.9633814.pdf
10.1109/conecct52877.2021.9622647,dimensionality decrease • man-made consciousness • pre-handling,conecct52877.2021.9622647.pdf
10.1109/icecct52121.2021.9616815,highlight extraction • pre-handling • prescient model,icecct52121.2021.9616815.pdf
10.1109/itss-ioe53029.2021.9615287,K-closest neighbors • highlight extraction • pre-preparing,itss-ioe53029.2021.9615287.pdf
10.1109/icrito51393.2021.9596340,concealed layer • man-made brainpower • penmanship acknowledgment,icrito51393.2021.9596340.pdf
10.1109/icrito51393.2021.9596269,crude information • individuals kick the bucket • prescient model,icrito51393.2021.9596269.pdf
10.1109/icrito51393.2021.9596416,ozone depleting substance discharge • vitality utilization • versatile correspondence AND network,icrito51393.2021.9596416.pdf
10.1109/icrito51393.2021.9596372,hereditary calculation • irregular walks • wellness esteem,icrito51393.2021.9596372.pdf
10.1109/stcr51658.2021.9588797,bosom disease • bosom malignancy • bosom malignant,stcr51658.2021.9588797.pdf
10.1109/gucon50781.2021.9573967,profound neural organization • slope plunge • stochastic slope drop,gucon50781.2021.9573967.pdf
10.1109/rteict52294.2021.9573969,help vector machine • pre-preparing • profound convolutional,rteict52294.2021.9573969.pdf
10.1109/rteict52294.2021.9573637,acetylsalicylic corrosive • affectability and specificity • gathering of patients,rteict52294.2021.9573637.pdf
10.1109/rteict52294.2021.9573665,choice tree • coronary illness • sigmoid capacity,rteict52294.2021.9573665.pdf
10.1109/icirca51532.2021.9544951,arbitrary woodland • bleakness mortality~5 • profound learning AND deep learning,icirca51532.2021.9544951.pdf
10.1109/icesc51422.2021.9532789,affectability and particularity • high-exactness • nucleic corrosive,icesc51422.2021.9532789.pdf
10.1109/rusautocon52004.2021.9537470,fake neural • secret layer • preparation stage AND training stage,rusautocon52004.2021.9537470.pdf
10.1109/icscan53069.2021.9526531,figuring asset • man-made brainpower • working framework AND operating system,icscan53069.2021.9526531.pdf
10.1109/icscan53069.2021.9526455,facial acknowledgement OR facial acknowledgment • high-exactness • highlight extraction,icscan53069.2021.9526455.pdf
10.1109/iccict50803.2021.9510064,molecule swarm • rubbing coefficient • swarm streamlining,iccict50803.2021.9510064.pdf
10.1109/conit51480.2021.9498447,asthma assaults • electronic wellbeing records • resistant framework,conit51480.2021.9498447.pdf
10.1109/incet51464.2021.9456146,area of intrigue • lung knob • restorative imaging,incet51464.2021.9456146.pdf
10.1109/icoei51242.2021.9452917,customary strategies • sign to noise • picture arrangement AND image classification,icoei51242.2021.9452917.pdf
10.1109/icoei51242.2021.9452833,crude information • highlight extraction • programming bundle,icoei51242.2021.9452833.pdf
10.1109/icaccs51430.2021.9441976,concealed layer • shrouded layer • yield layer AND neural,icaccs51430.2021.9441976.pdf
10.1109/icaccs51430.2021.9441775,blunder rate • grouping errand • pre-preparing,icaccs51430.2021.9441775.pdf
10.1109/iccci50826.2021.9402538,area of intrigue • high-exactness • pre-preparing,iccci50826.2021.9402538.pdf
10.1109/iccci50826.2021.9402514,concealed layer • shrouded layer • yield layer AND neural,iccci50826.2021.9402514.pdf
10.1109/icicv50876.2021.9388402,hereditary calculation • steering convention • sunlight-based energy,icicv50876.2021.9388402.pdf
10.1109/icict50816.2021.9358733,convolution neural system • highlight extraction • profound learning AND deep learning,icict50816.2021.9358733.pdf
10.1109/ibcast47879.2020.9044525,amino corrosive • concoction properties • hereditary calculation,ibcast47879.2020.9044525.pdf
10.1109/isaect50560.2020.9523685,K-closest neighbors • double straight classifier • preparation dataset,isaect50560.2020.9523685.pdf
10.1109/icacccn51052.2020.9362947,directing convention • steering convention • steering table AND network,icacccn51052.2020.9362947.pdf
10.1109/icacccn51052.2020.9362801,exactness esteem • pre-handling • recognizing confirmation,icacccn51052.2020.9362801.pdf
10.1109/iciis51140.2020.9342678,concealed layer • convolutional neural system • yield layer AND neural,iciis51140.2020.9342678.pdf
10.1109/iciss49785.2020.9315942,convolutional neural system • ghastly highlights • profound learning AND deep learning,iciss49785.2020.9315942.pdf
10.1109/iceca49313.2020.9297457,convolutional neural system • profound learning AND deep learning • picture highlights AND image features,iceca49313.2020.9297457.pdf
10.1109/iceca49313.2020.9297382,Wavelet change • attractive reverberation • wavelet highlights,iceca49313.2020.9297382.pdf
10.1109/icstcee49637.2020.9276944,preparation dataset • squared mistake • enhancement calculation AND optimiz*,icstcee49637.2020.9276944.pdf
10.1109/icstcee49637.2020.9277306,coronary illness • observational examination • swarm improvement,icstcee49637.2020.9277306.pdf
10.1109/syscon47679.2020.9275863,likelihood thickness • preparation information • preparing information AND (training set OR training dataset),syscon47679.2020.9275863.pdf
10.1109/icscan49426.2020.9262286,convolutional neural system • highlight extraction • locale of enthusiasm,icscan49426.2020.9262286.pdf
